indeks,Komentar_bersih,Label_Validator,Detected_Lang
49863,maaf kak,0.0,so
49864,gue cuma baca komen aja emoji_loudly_crying_face,0.0,hr
49865,pngn ip,0.0,tl
49869,maaf aku gk sanggup emoji_smiling_face_with_hearts krna lagi hamil emoji_sparkling_heart,0.0,tl
49874,gabisa gabisa kak,0.0,tl
49876,paling ga bisa kalo soal musang,0.0,tl
49878,emg punya uang,0.0,tl
49882,emg punya uang,0.0,tl
49883,tumben lc pke jilbab,0.0,sl
49890,muka nya kek ani,0.0,sw
49892,wkwk lc hijaban,0.0,sw
49895,iphone hasil ngangkang,0.0,tl
49896,back k,0.0,tr
49899,logo dufan,0.0,it
49902,kaya lc,0.0,sw
49907,maap kk gk bermaksud emoji_see-no-evil_monkey,0.0,et
49909,gaya elit bayar utang syulitt upsss emoji_folded_hands_light_skin_tone,0.0,tl
49913,ngehujat orang demi duit not my style,0.0,af
49914,lu ### ### ## ### ## ### ### ## ### ##,0.0,ro
49916,gadoyan duit ani emoji_cat_with_tears_of_joy,0.0,tl
49917,mff ka emoji_loudly_crying_face,0.0,sw
49923,jd jht cmn dmi uang not may style emoji_call_me_hand_light_skin_tone,0.0,tl
49933,langsung tf aja kak males bikin dosa emoji_folded_hands_light_skin_tone,0.0,tl
49934,maaf kak anti hujat hujat club emoji_smiling_face_with_smiling_eyes apalagi gibah no no no emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,tl
49941,lc kok pake hijab,0.0,sl
49944,iniii ceweee nyaaa emoji_loudly_crying_face emoji_moai,0.0,so
49945,ihhh namaaa kitaaa samaaa mbaa jodohhh pastiii jodohhhh emoji_ogre emoji_woman_cartwheeling_light_skin_tone emoji_face_with_hand_over_mouth,0.0,so
49946,ihhh ihh emoji_loudly_crying_face,0.0,de
49949,yaallahhh lucu syekaliii kamuh emoji_face_with_hand_over_mouth,0.0,so
49951,anjrit emoji_loudly_crying_face,0.0,sq
49953,stop haha emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
49955,gocap doang cuman geli ditonggorokan,0.0,tl
49956,sok seleb bat si mana ngasi gocap lagi ga modal,0.0,tl
49958,maapp bang btw gocap emoji_smiling_face_with_hearts emoji_smiling_face_with_open_hands,0.0,tl
49961,ga ah nanti pahala lu nambah emoji_unamused_face,0.0,tl
49963,ak g wanita pghibur,0.0,sw
49965,k maaf,0.0,so
49966,i i iya maap ka,0.0,sw
49969,anj kumiss emoji_loudly_crying_face,0.0,fi
49970,jir emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
49972,niat banget emoji_loudly_crying_face,0.0,tl
49976,is khuack cuh,0.0,en
49977,ohw jawdiw kamwuw giniw yaw diw bewlawkang akwuw emoji_pleading_face emoji_pleading_face,0.0,sw
49978,banyak an followers cwe lu emoji_loudly_crying_face,0.0,en
49979,yg mne si ka emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
49981,oohh emoji_loudly_crying_face,0.0,so
49982,mention_reni13578 tuh emoji_loudly_crying_face,0.0,fi
49983,folow makanya,0.0,sw
49985,folow langsung fb,0.0,tl
49988,lgsng klarif emoji_loudly_crying_face,0.0,tl
49990,makanya folow,0.0,sw
49994,gbsa soalnya gamteng emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth,0.0,tl
49996,hahahah lucuu bgtt,0.0,so
49997,blm jg ap2 dh mnt mff,0.0,sv
49998,ak g wanita pghibur,0.0,sw
50001,e eiyaa taa,0.0,so
50002,hahah emoji_loudly_crying_face,0.0,so
50004,ih langsung klarif emoji_face_with_hand_over_mouth,0.0,tl
50005,takut dosa kak emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,fi
50006,maaf plss maaf,0.0,nl
50008,maaf bg lantang gocap nya mana,0.0,tl
50011,mie yu ahh,0.0,so
50014,cari mie ayam yu ka emoji_face_savoring_food emoji_face_savoring_food,0.0,so
50015,di mna ada mi ayam,0.0,so
50016,on ol,0.0,fi
50017,salpok pp izin dulu kl mau pake poto istri guwa emoji_face_with_hand_over_mouth,0.0,hr
50021,haha mauen emoji_loudly_crying_face,0.0,so
50022,maaf kaa emoji_slightly_smiling_face,0.0,so
50025,banggg maafff bangg sumpaa maaffff,0.0,tl
50026,langsung klarifikasi emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
50027,takut abang nya sakit hati emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,tl
50028,baju sejuta umat,0.0,hr
50029,maaf ka emoji_folded_hands_light_skin_tone,0.0,so
50033,makanya folow,0.0,sw
50035,apsihhh gj,0.0,sq
50036,maap ya kak,0.0,sw
50040,50 rb,0.0,cy
50051,gocap doang btw mau emoji_face_with_hand_over_mouth,0.0,tl
50054,yee sok seleb lu,0.0,af
50055,maap maap gaenakan gw nya njir emoji_loudly_crying_face,0.0,tl
50056,ayaa wee piciduheun teh,0.0,so
50057,maaf bang lancang gocap nya mana emoji_palm_up_hand,0.0,tl
50060,pede bgt lu jadi seleb,0.0,et
50061,maaf ya kak,0.0,so
50067,seleb mere gocap emoji_face_with_rolling_eyes emoji_face_with_rolling_eyes emoji_face_with_rolling_eyes,0.0,ca
50085,ngakak baca komen emoji_loudly_crying_face,0.0,tl
50086,hy ak jones,0.0,fi
50090,maaf bg,0.0,so
50092,dih cuman gocap,0.0,ro
50093,masaaa gocappp,0.0,tl
50096,pliss ga bisa hujat abang nya soal nya abang nya ganteng banget emoji_star-struck,0.0,tl
50097,so iye lu kaya punya duit aja,0.0,sw
50099,minimal cepek,0.0,ro
50100,mauu di hujatt kyaa gmn,0.0,sw
50104,mana gocap nya,0.0,tl
50105,ganteng lu,0.0,tl
50107,gaa bisa hujattt kamuuu soalnya akuu gaa see kecee kmuuu emoji_loudly_crying_face emoji_smiling_face_with_hearts,0.0,so
50110,ganteng ngasihh gocapp emoji_smiling_face_with_hearts,0.0,tl
50114,seleb tpi gocap emoji_loudly_crying_face,0.0,ca
50115,emg punya duit nya,0.0,tl
50120,bagus m maaf gugup,0.0,so
50122,gocap doang bg mami gw mah banyak emoji_yawning_face,0.0,tl
50124,mana uangnya,0.0,tl
50126,hm y ok,0.0,cy
50129,masa iya seleb ngasi gocap emoji_loudly_crying_face,0.0,tl
50130,maaf kak,0.0,so
50139,celebbbb kooo ngasiiiii gocapppppp gakkkkk modalllll bngtttttt ihhhhhhh emoji_face_with_rolling_eyes emoji_face_with_rolling_eyes emoji_face_with_rolling_eyes emoji_face_with_rolling_eyes,0.0,et
50140,tawain tawain,0.0,sw
50143,seleb minimalll ngasiii 3 jt,0.0,et
50144,lg mls srry,0.0,da
50146,maaf emoji_pensive_face,0.0,so
50148,udah ganteng ngasihh goecapp lagii apa ngga saltinggg saltinggg bangetttt ini guaaaaa,0.0,tl
50149,gocap doang ni gk mau nambahin emoji_smirking_face,0.0,tl
50163,ga ah ga sudi,0.0,so
50164,gocap semenit jg abis,0.0,ca
50170,lg males mikir tf dulu aja bang emoji_palm_up_hand_medium-light_skin_tone,0.0,et
50172,gmw enk lu dpt phla,0.0,pl
50173,gocap doang,0.0,pt
50174,seleb ko sepi emoji_face_with_hand_over_mouth,0.0,sl
50182,mirip ga si photo,0.0,sq
50183,like ko masi 4 emoji_folded_hands mana gocap emoji_palm_up_hand_light_skin_tone,0.0,hr
50186,apple cramble maaf gugup,0.0,fr
50187,gocap dulu sinih emoji_loudly_crying_face emoji_loudly_crying_face,0.0,ro
50188,gocap doang cuma geli geliin dompet,0.0,ro
50189,mirip ga si photo,0.0,sq
50190,sapa dong kaka emoji_pleading_face,0.0,tl
50191,outfit bagus ngasih gocap emoji_smirking_face,0.0,tl
50194,ak mau pajero aj,0.0,hr
50199,like ko masi 4 emoji_folded_hands mana gocap emoji_palm_up_hand_light_skin_tone,0.0,hr
50202,bila emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tr
50203,sok skena bgt kocakkk,0.0,no
50205,klo ga mampu gaush ngasi,0.0,tl
50210,gue ga enakan orngnya langsung tf aja ngapa sih,0.0,tl
50212,tf aja mls nghujt lgi sad emoji_moai,0.0,et
50214,mls langsung tf aja norekny sama kyk nowa gue,0.0,tl
50215,nyeblak yuk emoji_face_with_hand_over_mouth,0.0,hu
50218,cepe minimal bang emoji_loudly_crying_face emoji_folded_hands,0.0,ro
50219,gbisa ngehujat bisanya nge gombal btw godaan harus digodain haii ganteng emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth maap alay soalnya kalo ke kmu alayfyu emoji_face_with_hand_over_mouth emoji_face_with_rolling_eyes njirr lah emoji_loudly_crying_face emoji_face_blowing_a_kiss,0.0,tl
50220,gamau hujat mau nya kamuu emoji_face_with_hand_over_mouth,0.0,sw
50222,gaya lu reng emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,tl
50223,sorry yaa ihh emoji_loudly_crying_face,0.0,so
50224,bang maapin yaa,0.0,tl
50225,btw mana gocap nya emoji_beaming_face_with_smiling_eyes,0.0,tl
50228,contoh orang haus validasi,0.0,pt
50233,gausa jd seleb ngsi gocap gd apa nya mas mf,0.0,tl
50237,gaa tega gw ngehujt langsung tf aj,0.0,tl
50239,apaan ngasih gocap minimal 500 rebu bang modal bang modal emoji_folded_hands,0.0,tl
50240,calana morosot g balaga,0.0,tl
50241,cepe kek,0.0,sl
50243,ngga a mls ga mood,0.0,tl
50246,hahhaa logo arsenal tiktokan,0.0,tl
50247,kak maaff,0.0,so
50251,lah iya gw yg gajelas emoji_cat_with_tears_of_joy,0.0,so
50253,logo juventus komen,0.0,sl
50258,mna bisa gtu emoji_loudly_crying_face,0.0,tl
50259,ini bkn nykitij tpi ngakak asli emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,tl
50263,mentan lc cok,0.0,it
50264,eh sorry kak kepencet profil,0.0,sv
50267,ngikutin kt orng dih emoji_cat_with_tears_of_joy,0.0,tl
50268,ngpain ngikutin emg dipikiran gue ada nya kata itu emoji_rolling_on_the_floor_laughing,0.0,tl
50270,ngikut lu,0.0,tl
50271,apaan sie,0.0,tl
50272,fmo ya fmo kalo cuman omongan doang semua jga bisa emoji_face_with_hand_over_mouth emoji_cat_with_tears_of_joy,0.0,tl
50273,masa si mett,0.0,fi
50274,emg klo ngikut kta orng napa dah emoji_weary_face emoji_moai,0.0,tl
50275,kopass niru orang,0.0,lv
50276,haha iya he,0.0,so
50278,anjir kaaaaa emoji_loudly_crying_face,0.0,so
50282,bnr lg haha,0.0,so
50283,buset ini paling sakit sih,0.0,tl
50285,any emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
50287,ngena bgt ini,0.0,tl
50288,syok beratttt kak cry,0.0,hu
50289,nahh ini yang paling sakittt,0.0,tl
50290,bjir gue yg sakit baca nya emoji_loudly_crying_face emoji_loudly_crying_face emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tr
50296,udh basi,0.0,so
50301,1 menit,0.0,sq
50302,kak fb,0.0,hu
50308,kalo di minta masa ga ngasihhh kita kan baiqqqqqqqq,0.0,so
50310,tf langsung kak,0.0,tl
50311,tolongg ade apiiii,0.0,tl
50312,lu siapa enak bet tinggal ngomong bilang kak fb emoji_cat_with_tears_of_joy,0.0,tl
50313,notif aman,0.0,it
50317,absolute cinema emoji_raised_hand emoji_face_without_mouth emoji_raised_back_of_hand,0.0,it
50324,kerennn banget bang ni,0.0,no
50325,kak emoji_fire,0.0,sw
50328,top comen banggg,0.0,en
50329,tapi dia nyuruh not my style,0.0,fi
50334,kak ig,0.0,tl
50349,woi dia kayaa,0.0,so
50352,aduhhh emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart,0.0,so
50353,5 menit lalu,0.0,ca
50357,kak logo arsenal,0.0,tl
50360,gercepp emoji_bouquet,0.0,nl
50361,karasa pi ka dieu ajig emoji_loudly_crying_face,0.0,lv
50364,naik anj aja,0.0,sl
50371,gw 5 hari lalu emoji_moai emoji_moai emoji_moai,0.0,cy
50372,gak itu aku cuma joks,0.0,lv
50373,logo arsenal emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,es
50380,di tf ga,0.0,cy
50384,lah baru baca gua maaf emoji_folded_hands emoji_folded_hands emoji_folded_hands emoji_folded_hands,0.0,so
50389,demi duit,0.0,fr
50394,ampun suhuuuuuu,0.0,fi
50395,anjir ka,0.0,hr
50396,woi laaa emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50397,di tf g emoji_moai emoji_moai emoji_moai,0.0,cy
50402,mention_user emoji_loudly_crying_face emoji_frowning_face,0.0,unknown
50403,k kak emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_folded_hands,0.0,sw
50409,sopan dikit napa,0.0,tl
50411,caerr caerrrr caerrrr,0.0,cy
50413,anj jht bngt,0.0,sq
50420,ikut wae w lgi gk ngmong ama uu,0.0,tl
50424,tp ini jht bgt plss,0.0,nl
50425,ngingetin salah,0.0,tl
50427,iya maaf,0.0,so
50428,iya ty ya udh ngingetin emoji_smiling_face_with_hearts,0.0,tl
50430,serius amat,0.0,ca
50431,anj skit ny smpe sni emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,hr
50432,ya lagi emoji_loudly_crying_face emoji_folded_hands,0.0,sw
50433,waduhh ini mntp bgtt emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
50435,kak ihh emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
50436,demi duit,0.0,fr
50437,realita aja ga sih cuy,0.0,sl
50438,dia minta,0.0,it
50454,kaaaakk plis laa gue yang sakit hati emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,tl
50457,mau uang ya lo makanya ngehujat emoji_cat_with_tears_of_joy,0.0,sw
50460,kaa cptt minta maaff emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50461,blom lebaran emoji_folded_hands,0.0,no
50463,ehh iyaaa,0.0,so
50465,kaaaa lailahailallah emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50467,tpi real sih,0.0,ro
50469,ini tf ga emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,cy
50471,rela demi 500k,0.0,sl
50472,anying wkwk,0.0,sw
50476,ni sakit bgt ni emoji_loudly_crying_face,0.0,tl
50480,ka emoji_loudly_crying_face emoji_smiling_face_with_halo,0.0,sw
50485,ini ma isi hati lu emoji_loudly_crying_face,0.0,sw
50486,aku yg sakit hatiiii emoji_loudly_crying_face emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing bangqeeeee,0.0,so
50490,kak lu dari hati ya wkwkwk,0.0,sw
50501,main fb aja serius amat,0.0,et
50505,not my style,0.0,fi
50508,dia yg nyuruh sendiri facewithrollingeyes facewithrollingeyes facewithrollingeyes,0.0,en
50512,kelaz kong,0.0,hu
50514,suudzon itu dosa kak emoji_folded_hands_light_skin_tone,0.0,fi
50517,yg bilang dosa siapa,0.0,tl
50519,gue orang nya gak tegaan kak emoji_pensive_face,0.0,tl
50520,iye bner lagii emoji_grinning_face_with_sweat,0.0,so
50521,iya wee emoji_frowning_face,0.0,so
50525,ka maaf yaampun kan disuruh,0.0,so
50532,ga bisa hujat soalnya blom bisa kayak ka ebel,0.0,tl
50537,emoji_moai cnda kaaa,0.0,so
50541,iyaa nihh emoji_face_with_tears_of_joy,0.0,so
50542,tkutt kan loeee emoji_loudly_crying_face emoji_loudly_crying_face emoji_index_pointing_at_the_viewer_light_skin_tone,0.0,fi
50544,lizaa ya allahhh emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
50548,pedessss nihhh emoji_rolling_on_the_floor_laughing,0.0,et
50550,emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_love-you_gesture_light_skin_tone jujur aja geeh,0.0,et
50551,kata upin ipin nasib baik kite tak de bapak emoji_loudly_crying_face emoji_call_me_hand,0.0,tl
50552,sama kakkk emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,fi
50553,hahah maaf emoji_loudly_crying_face emoji_moai,0.0,so
50558,maap bukan ke kaka emoji_pensive_face emoji_folded_hands_medium-light_skin_tone,0.0,fi
50559,bapaku jg woi emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing,0.0,sw
50562,kak maaff,0.0,so
50564,ngakak banget emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
50565,emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face lucu bgt,0.0,ro
50566,kakk emoji_loudly_crying_face,0.0,fi
50567,bsbsnya jir emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50568,paling sakit ni,0.0,tl
50569,jirrr bjirr emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sq
50570,anjir nge jleb cokkk,0.0,sl
50573,anjir kak emoji_loudly_crying_face,0.0,hr
50574,ka ini skit bgt plis emoji_loudly_crying_face emoji_broken_heart,0.0,sl
50575,sakit ni emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
50576,jht dmi duit not my style,0.0,sq
50582,demi uang rela ngehujat orang lain not my style emoji_unamused_face,0.0,tl
50586,gw ga sekolaa,0.0,so
50587,gw liburrr,0.0,cy
50589,oh iya lupa emoji_loudly_crying_face,0.0,tl
50590,uda libur ka emoji_folded_hands,0.0,so
50592,udh pulang emoji_face_savoring_food,0.0,tl
50599,tim yg bolos,0.0,lt
50601,gw liburnya bosok,0.0,sw
50602,ga mangkat,0.0,tl
50603,gaa sekolahhh,0.0,so
50610,emang lo dpt,0.0,tl
50614,loh lc bisa pake hijab,0.0,sl
50615,maaf kakkk emoji_loudly_crying_face emoji_folded_hands emoji_folded_hands,0.0,so
50616,woi ngakak bgttt,0.0,tl
50619,ka maafff emoji_grinning_face_with_sweat,0.0,so
50620,blm apa loh kaakk emoji_loudly_crying_face,0.0,tl
50622,kaa kok langsng klarifikasi emoji_loudly_crying_face,0.0,tl
50623,gaaa tegaa cokkk,0.0,so
50624,realaa nyakitin orang demi duit not my style,0.0,fi
50626,pake emot emoji_cat_with_tears_of_joy udh down,0.0,sq
50627,iya anjir emoji_disappointed_face emoji_disappointed_face,0.0,so
50630,the best lahhh emoji_red_heart,0.0,en
50633,ka emoji_grimacing_face emoji_smiling_face_with_hearts emoji_face_with_tears_of_joy emoji_grimacing_face emoji_face_with_tears_of_joy emoji_grimacing_face,0.0,sw
50634,maafin yaa,0.0,so
50636,emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing gpp kak,0.0,tl
50638,yg lucu lu kocak emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,tr
50639,literasi nyet nyet,0.0,hu
50641,lu yg lucu kocak,0.0,tr
50644,cakepan nabila,0.0,tl
50645,maaf ya kak,0.0,so
50649,emoji_moai kok bisa emoji_loudly_crying_face emoji_moai,0.0,tl
50651,not my style nyakitin hati orang buat uang aja emoji_shushing_face,0.0,tl
50654,jokes ka emoji_disappointed_face emoji_folded_hands_light_skin_tone,0.0,fi
50655,iya weh nyelekit bgt baca nya,0.0,so
50657,ini ngatain beneran apa boongan emoji_pleading_face,0.0,tl
50658,boongan lh kak emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tl
50659,kak emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sw
50661,kaa maaafff emoji_loudly_crying_face,0.0,so
50667,iya njir bw bpk,0.0,so
50672,kaa maaafff emoji_loudly_crying_face,0.0,so
50675,emoji_loudly_crying_face kak mff,0.0,sw
50676,dempul logo arsenal emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0.0,es
50677,mantazzz emoji_moai emoji_folded_hands,0.0,it
50678,lc lagi nyamar jadi yalili emoji_face_with_tears_of_joy,0.0,sw
50679,kak maaf emoji_loudly_crying_face,0.0,so
50680,minimal ga broken home,0.0,sl
50681,maaf kak emoji_loudly_crying_face emoji_folded_hands,0.0,so
50682,wadu wadu ampun emoji_folded_hands_light_skin_tone emoji_face_with_rolling_eyes,0.0,so
50686,maaf kak,0.0,so
50687,sejati nya wanita tidak akan menghina sesama wanita,0.0,sw
50688,kak maafin sumpaaaa,0.0,tl
50690,makasih mba nnti aku tf klo udh kaya,0.0,sw
50691,iya weh nyelekit bgt baca nya,0.0,so
50698,tf dlu dp nya kak emoji_folded_hands,0.0,sw
50701,kk maaff,0.0,et
50703,maaf ka ga bermaksud pliss emoji_loudly_crying_face emoji_folded_hands,0.0,et
50704,logo arsenal,0.0,es
50707,not my style nyakitin hati orang buat uang aja emoji_shushing_face,0.0,tl
50709,nih sih emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,sl
50712,maaf kak,0.0,so
50713,belum woi emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,af
50718,yaallah gatega maaf ebel emoji_loudly_crying_face,0.0,so
50721,maaf kak,0.0,so
50724,ngatain orng not my style,0.0,tl
50732,logo arsenal,0.0,es
50733,ihhh logo arsenal ani ani,0.0,tl
50734,logo arsenal apaaaaa emoji_loudly_crying_face,0.0,tl
50735,logo arsenal ani ani emoji_cat_with_tears_of_joy,0.0,it
50736,logo arsenal,0.0,es
50737,logo juventus wak emoji_cat_with_tears_of_joy,0.0,sw
50738,maaf kak,0.0,so
50739,o iy 500knya buat top up,0.0,tl
50740,menghina orang demi uangg sory not my style,0.0,tl
50741,nyakitin perasaan orang not my style,0.0,tl
50742,nge hujat hina orang demi uang not my style,0.0,tl
50750,nyakitin orang demi uang not my style,0.0,tl
50752,wanita se cantik kakak mana bisa di hujatttt emoji_loudly_crying_face,0.0,sw
50756,gabisa ngehujat soalnya gbisa kya kmu emoji_pleading_face,0.0,tl
50757,demi uang sampe nyakitin orang lain not my style emoji_moai emoji_folded_hands_light_skin_tone emoji_cat_with_tears_of_joy,0.0,tl
50764,ngapain hina ciptaan tuhan emoji_smiling_face_with_halo emoji_smiling_face_with_halo,0.0,tl
50772,astagfirullah kak emoji_loudly_crying_face,0.0,et
50773,maaff kakkkk emoji_loudly_crying_face emoji_folded_hands,0.0,et
50777,maap ka,0.0,tl
50781,ga ah kata mama gaboleh gitu,0.0,so
50786,ka maaf,0.0,so
50794,iya tau kamu kaya,0.0,sw
50796,suruh alvin aj,0.0,fi
50798,gamaoo gamaooo,0.0,so
50800,paling gak bisa ngehujat orang emoji_loudly_crying_face,0.0,tl
50802,maaf kak,0.0,so
50803,gk tega bjirr,0.0,sl
50807,kak maaf,0.0,so
50810,demi uang kalian caci maki this is not my style emoji_man_juggling_light_skin_tone,0.0,en
50815,ka bapa nya ko gada,0.0,tl
50818,gak la kak gak mau hina kakak kasihan,0.0,tl
50820,ngk ah,0.0,tl
50828,minimal ga broken home emoji_pleading_face emoji_billed_cap,0.0,sl
50830,sipaling sempurna emoji_folded_hands,0.0,tl
50831,minimal ga broken home emoji_smiling_face_with_hearts,0.0,sl
50840,gpp lah,0.0,tl
50841,caca ih emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50842,kita sma emoji_upside-down_face,0.0,en
50843,so cantik,0.0,it
50847,ngehina orang tapi ga ngaca not my style,0.0,tl
50848,kok lc berhijabbbb,0.0,hu
50849,ngehujat org demi 500k i m not my style,0.0,no
50850,minimal putih karna skincare bukan karna merkuri emoji_folded_hands_medium-light_skin_tone emoji_folded_hands_medium-light_skin_tone emoji_shushing_face,0.0,hr
50851,soryy ngehujat not my style emoji_folded_hands_light_skin_tone emoji_grinning_face_with_sweat,0.0,fi
50856,hayang ka alem,0.0,tl
50862,minimal gk pke mercurit emoji_face_with_open_eyes_and_hand_over_mouth,0.0,ro
50872,jadi keinget alergi dompet tipis emoji_neutral_face,0.0,no
50874,iya njir emoji_grinning_face_with_sweat,0.0,so
50875,mention_user haha,0.0,so
50881,siap pahlawan,0.0,tl
50883,racil ngomong pas sidang,0.0,tl
50889,aa ekk yak ek,0.0,tr
50892,samaaa ga nemu,0.0,so
50898,nyak nyuk nyuk nyuk nyuak,0.0,hu
50900,ek ek ek engool ongg,0.0,af
50902,warna warni bang,0.0,sw
50904,mention_user * indra aum,0.0,lt
50905,uvivu ewe onyetenyevwe umbwewe ossas,0.0,af
50916,mood banget anjir emoji_loudly_crying_face,0.0,af
50917,aamiinnn makasih yaaa,0.0,so
50922,oh iyaa makasii,0.0,so
50924,kok tau,0.0,fi
50925,aminn makasih,0.0,et
50928,aww makasihh,0.0,sw
50931,dompet gw tipis,0.0,nl
50935,aminnnn emoji_smiling_face_with_halo,0.0,et
50936,amin btw makasih,0.0,tl
50940,aamiin emoji_palms_up_together,0.0,so
50941,aamiin emoji_palms_up_together,0.0,so
50942,thank you,0.0,en
50943,alhamdulillah emoji_grinning_face_with_big_eyes,0.0,so
50944,aamiin thanks,0.0,so
50945,makasiii bg,0.0,so
50950,gtw sifat racil emoji_broken_heart,0.0,en
50953,amin kk,0.0,fi
50954,pasti blm tau soal dompet tipis emoji_relieved_face emoji_relieved_face emoji_relieved_face,0.0,ca
50956,aamiin allahuma aamiin,0.0,so
50958,jelas emoji_rolling_on_the_floor_laughing,0.0,hr
50959,jir racil ngomong asli pas sidang emoji_loudly_crying_face emoji_loudly_crying_face,0.0,lt
50960,mention_user raaa26 emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50961,emg nya kenapa kaaa kasii tauu hehw,0.0,sw
50964,nama kita sama,0.0,tl
50968,eh jokes kak emoji_loudly_crying_face emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,fi
50970,mention_user mention_uhuyyy107 mention_user s gf emoji_sunflower mention_user mention_user,0.0,en
50971,ambo ndk sato emoji_loudly_crying_face emoji_folded_hands_light_skin_tone,0.0,sw
50973,samo wak mah bng,0.0,tl
50974,mention_user emoji_tulip mention_user emoji_tulip mention_user a4 emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,hu
50976,mention_user ai ni,0.0,sw
50977,mention_user x emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
50978,a u a u a u a u emoji_zany_face,0.0,hr
50979,ma aih emoji_loudly_crying_face,0.0,sw
50981,he mulut kau,0.0,fi
50982,au au au au,0.0,cy
50984,mksud ny ap y,0.0,sw
50988,wow biru,0.0,pl
50989,oa oe oa oe emoji_rolling_on_the_floor_laughing,0.0,fi
50991,au uu cuma aaauu,0.0,so
50992,mention_user mention_user me tataaa,0.0,et
50993,mention_user liyat ge emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,tr
50994,mention_user d aura,0.0,fr
50995,huha huha haha hahi hu,0.0,sw
50996,jgn gitu,0.0,no
50997,top komen,0.0,sk
50998,mention_user aaa emoji_loudly_crying_face,0.0,so
51000,u au au au,0.0,cy
51002,udah we udah emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,0.0,so
51003,wehh emoji_loudly_crying_face,0.0,cy
