slang,baku,index
hahahahahhaahahahahahahh,hahahaha,439
husss,hush,442
baturaja,Baturaja,443
kendarsan,kendaraan,444
ngapainnnn,ngapain,445
aploud,applause,447
berantemin,berantem,450
kotange,kotak,4531
bgttttttttt,banget,4533
sakiti,sakit,4534
seimannya,seiman,4536
suerpenc,super,4537
mndptkn,mendapatkan,4538
nggarai,menggarai,4539
ngelobby,melobby,4540
seven,tujuh,4541
ajanjing,anjing,4542
liatain,lihat,4543
sehat2,sehat,4545
astaghfirulloh,astaghfirullah,4546
jadi2an,jadi-jadian,4547
takpe,tidak apa-apa,4549
langsuh,langsung,4551
s3xualize,seksualisasi,4553
apesih,apa sih,4554
story,cerita,4559
tunjukksn,tunjukkan,4561
ahhhhhhhh,ah,4562
anjiii,anjing,4563
aamin,amin,4564
transelet,terjemahkan,4566
break,istirahat,4567
kalahh,kalah,4571
ekhm,ekhem,4573
dance,menari,4575
maki2,makian,4576
geemoooo,gemuk,4577
wktunya,waktunya,4578
m3m3g,memek,4579
cokkk,cok,4580
dipirkan,dipikirkan,4582
njjjrr,anjir,4584
gymnya,gym,4585
lady,wanita,4587
pulaw,pulau,4588
samamu,sama,4589
nengara,negara,4591
ew2,ew,4593
angjayy,anjay,4594
memliki,memiliki,4595
suitable,sesuai,4599
ganguin,ganggu,4600
ceuuueeee,ceee,4601
elekno,elek,4602
komdom,kondom,4605
engagement,pertunangan,4606
1cwo,1 cowok,4607
iyahh,iya,4609
keindahanya,keindahannya,4611
rill,real,4612
vid,video,4613
kamulagiapa,kamu lagi apa,4619
dlht,dilihat,4620
hajarr,hajar,4622
reallife,real life,4624
nukerin,nuker,4625
idul,Idul,4626
artina,artinya,4627
dibangga,dibanggakan,4629
kerjain,kerjakan,4630
sbar,sebar,4631
seasonal,musiman,4632
woiii,woi,4635
41thn,41 tahun,4637
33sama,33 sama,4639
merasah,merasakan,4641
cipttan,ciptaan,4642
suapa,siapa,4645
brade,bro,4646
owyeah,oh ya,4648
ohhh,oh,4649
loeee,lo,4650
sepii,sepi,4652
nyudutin,nyudut,4653
membesar2kan,membesarkan,4654
kntok,kentok,4655
wndaibm,wandai bm,4657
kaboooor,kabur,4658
coming,datang,4660
mkasihloh,makasih loh,4661
perstasi,prestasi,4663
dengenna,dengannya,4664
followes,followers,4665
sweating,keringat,4666
nenek2,nenek-nenek,4668
kosongan,kosong,4671
haih,hai,4672
lemme,biarkan saya,4673
diomong,diomongkan,4674
rameh,rame,4675
disatuin,disatukan,4676
karmaaa,karma,4677
ahahahahahahahah,ahahaha,4678
lngsuung,langsung,4680
sumtra,sumatra,452
duls,dul,453
pejabat2,pejabat,456
alamate,alamat,458
guaaaaa,gua,459
kaayaa,seperti,465
buatpun,buat pun,471
pascol,pasukan coli,472
berenti,berhenti,474
aer,air,475
mereka2,mereka,476
maafin,maafkan,477
bgni,begini,478
ndn,dan,479
ngilang,menghilang,480
bluur,blur,486
logical,logis,487
gagera,gara-gara,488
aowkaoak,hahaha,490
smngt,semangat,492
tangkaap,tangkap,497
mksa,memaksa,501
konekk,koneksi,502
patriaki,patriarki,503
buahahahaha,hahaha,504
plajaran,pelajaran,507
duittttt,duit,510
breee,bro,511
mingguang,minggu,512
ingatt,ingat,514
debatin,debat,515
ireng,hitam,516
laa,lah,517
dluu,dulu,518
enennya,nenenya,520
seketik,seketika,523
kedepnnya,ke depannya,524
disagree,tidak setuju,526
ngawalin,mengawali,527
kecapean,kecapekan,528
hpne,hp-nya,532
humanity,kemanusiaan,535
tolenransi,toleransi,536
parents,orang tua,537
nghujat,menghujat,540
gadiajak,gak diajak,571
nemunya,menemunya,573
siain,sia-sia,575
lecettt,lecet,576
responsibility,tanggung jawab,577
ngmbil,mengambil,578
terisiiii,terisi,580
lgie,lagi,582
lue,lu,583
praktiin,praktikan,584
gaya2,gaya-gaya,585
moralll,moral,586
juro,jujur,587
ijaga,jaga,590
lainny,lainnya,591
youtubers,YouTuber,596
liaattt,lihat,597
susunyaaa,susunya,598
ngancurin,menghancurkan,599
menceritaksn,menceritakan,600
okmnum,oknum,6242
semaleman,semalaman,6244
5juta,5 juta,6245
kren,keren,6247
iciboos,penis,6252
sketer,skater,6254
mendragri,mendagri,6255
mirisss,miris,6256
bangggg,bang,6261
igstifar,istighfar,6263
ngopo,apa,6264
negur,menegur,6267
tau2nya,tahu-tahunya,6269
wettt,wet,601
mengulangir,mengulang,602
read,baca,603
ketawan,ketahuan,606
nyabu,menggunakan narkoba,607
oihhh,oh,611
viewers,penonton,612
nyama2in,menyamakan,613
seggeeerr,segar,615
brooo,bro,616
hee,hei,617
duuh,duh,620
diyoutube,di YouTube,626
3tahun,3 tahun,627
kotorx,kotor,629
keduanya,kedua-duanya,630
feared,takut,6272
ati2,hati-hati,6273
dibukasih,dibukakan,6276
rillll,real,6277
komenanmu,komentarmu,6278
tubuu,tubuh,6279
ajeee,aja,6281
sempakkkk,sempak,6282
payment,pembayaran,6283
ngangkat,mengangkat,6284
jangang,jangan,6285
wkwkwkwkww,hahaha,6286
itillll,itil,6288
presideng,presiden,6290
is,adalah,6291
mklumi,memahami,6293
menangnya,menang,6294
external,eksternal,6295
nyeseq,nyesek,6296
white,putih,6298
psien,pasien,6299
ramadhon,ramadhan,6300
dimanaaa,di mana,6391
ajarin,ajarkan,6392
aduuh,aduh,6393
astafirullahalazim,astaghfirullahaladzim,6395
ngapaon,ngapain,6398
30mnt,30 menit,6400
epic,epik,6401
ohh,oh,6402
sunami,tsunami,6403
cewenya,ceweknya,6404
ngezoom,zoom,6409
selalun,selalu,6410
smbarangan,sembarangan,6411
kucilkan,kecilkan,6413
kget,kaget,6417
berduan,berdua,6418
manusian,manusia,6419
tr90da,tergoda,6420
43jeti,43 jeti,633
thnx,terima kasih,634
problematic,problematis,635
lur,lu,638
iyaaaa,iya,639
ngehibur,menghibur,640
menepuk2,menepuk-nepuk,641
kongkek,berhubungan intim,642
yaudaah,ya sudah,643
adlah,adalah,645
bankan,bisa jadi,647
innailaihi,inna lillahi,648
laginya,lagi,649
cozy,nyaman,650
sekalii,sekali,654
ngecret,muncrat,655
indh,indah,656
aladin,Aladin,657
taqdir,takdir,658
ciriciri,ciri-ciri,659
turudberdukaacita,turut berduka cita,660
surobyo,Surabaya,6751
dimata,di mata,6752
liatinn,liatin,6753
wwkkkkkkkk,wkwkwkwk,6754
grub,grup,6759
bilanginnya,katakan,6761
gladiators,gladiator,6762
kauu,kau,6764
inddonesia,Indonesia,6769
kelen,kalian,6770
sesempit,sempit,6771
gatuh,gak tuh,6772
youtubenya,YouTube,6773
highly,tinggi,6774
ngulik2,ngulik,6775
msh,masih,6777
bodygoals,tujuan tubuh,6778
wekwek,ngentot,6779
ngemis2,ngemis,6841
youtu,youtube,6843
wkwkk,hahaha,6847
jawba,jawaban,6849
diapus,dihapus,6851
videoni,videonya,6853
sbb,sebab,6854
cwo,cowok,6855
konten2,konten,6860
dikandang,di kandang,6863
nahkaan,nahkan,6864
tajer,tajir,6869
ajas,aja,661
unfortunately,sayangnya,662
samaan,sama,663
guanya,saya,664
lovely,indah,665
or,atau,666
collabe,kolaborasi,670
ngisi,mengisi,671
peyuk,peluk,672
victim,korban,673
kemarin2,kemarin,674
pagii,pagi,676
padhl,padahal,677
ucapanya,ucapannya,678
demagenya,dampaknya,679
beljar,belajar,681
huhahuha,hahaha,682
ngulek,mengulek,684
gakek,tidak seperti,685
anyinggg,anjing,688
rapunsel,rapunzel,7081
confess,mengaku,7082
tantenya,tante,7083
gaterima,tidak terima,7085
akn,akan,7086
pelanggane,pelanggan,7087
terbaiksekali,terbaik sekali,7088
masaalah,masalah,7089
anak2nya,anak-anaknya,7090
djamil,Jamil,7092
gadjah,gajah,7093
slebs,seleb,7094
kind,baik,7096
gabolee,tidak boleh,7098
disusahin,disusahkan,7099
deffenitly,pasti,7101
kekgitu,kayak gitu,7103
klenn,kalian,7104
kiya,kita,7105
buktiiii,bukti,7107
pecatttt,pecat,7108
bersi,bersih,7109
nantimereka,nanti mereka,7110
toys,mainan,7111
palembodokhh,palembang,7112
soff,soft,7114
brifing,briefing,7116
swimming,berenang,7117
putingeee,puting,7119
junjungannya,junjungan,7122
pufh,puff,7123
adoii,aduh,7124
koohh,koh,7125
ikut2an,ikut-ikutan,7127
pengunguman,pengumuman,7129
msbreewc,msbrew,7130
sumbig,sumbing,7131
markir,parkir,7135
itachii,itachi,7136
mutiaramu,mutiaraku,7137
tuuuuuuuh,tuh,7138
haluuuuu,halu,7139
persaan,perasaan,7351
away,pergi,7352
merga,marga,7354
losee,kehilangan,7355
ehemm,ehem,7356
yaudh,yaudah,7358
yaaaaaa,ya,7360
anttian,antrean,7361
bekingan,bantuan,7364
dinner,makan malam,7366
pilss,pil,7367
henti2,henti-henti,7369
anjeeeng,anjing,7373
otwww,otw,7377
namum,namun,7378
lukmann,lukman,7380
nantangin,menantang,7411
hariini,hari ini,7413
mind,pikiran,7414
psychology,psikologi,7415
ngebunuh,membunuh,7416
apartement,apartemen,7417
tololsapiens,tolol sapiens,7418
terimah,terima,7419
yutber,youtuber,7422
hijabb,hijab,7425
parlayyyy,parlay,7427
isnt,isn't,7428
nerizen,netizen,7431
mbkny,mbaknya,7433
nguati,menguatkan,7434
muantabz,mantap,7435
aslik,asli,7436
proper,properti,7439
tareeeeekk,tarik,7440
awokwkwkk,hahaha,724
youe,you,725
nyataa,nyata,726
bsok,besok,730
dpertanggung,dipertanggung,732
gaesss,gaes,733
m0dyarrr,modyar,734
pepatahh,pepatah,735
victiiimmm,korban,736
otakkkkk,otak,737
bsarr,besar,738
sdikitpun,sedikitpun,741
vkideo,video,742
berkoar2,berkoar,743
autism,autisme,744
maukin,maukan,746
gueeee,gue,750
kalonditany,kalau ditanya,7742
ngejelasin,menjelaskan,7743
aduhhhh,aduh,7744
barangsiapa,barang siapa,7745
puuuaas,puas,7746
nyaaaaa,nya,7747
bajilak,bajingan,7748
anuya,anu,7749
berant3m,berantem,7750
njancuki,jancuk,7751
senyumannya,senyumnya,7752
kintuti,ngewe,7753
mnggunakan,menggunakan,7754
ngode,kode,7755
perknt0tn,per ngewe an,7756
gamw,gamau,7757
maniz,manis,7758
pghncur,penghancur,7759
bnykny,banyaknya,7760
berd,berat,7762
klrganya,keluarganya,7763
doangg,doang,7764
sugguh,sungguh,7765
akuuuuuuttttt,aku,7766
msbrewece,msbrew,7768
smpean,sampai,7769
sndra,saudara,751
tokekenya,payudara nya,753
dampaxnya,dampaknya,755
brutality,brutalitas,756
jmett,jamet,757
kakanya,kakaknya,758
edaannn,edaan,759
wadaaauuuhhhhh,waduh,763
hahahhaaha,hahaha,768
sayangkuaymisu,sayangku,769
abgnya,abang,777
truuus,terus,778
bikinnn,bikin,779
perfectly,sempurna,7771
care,perhatian,7772
ngoclok,kocok,7773
diapart,di apart,7774
alhamdulilah,alhamdulillah,7776
ajg,anjing,7777
sesukses,sukses,7778
selebeb,selebriti,7779
pmrnth,pemerintah,7780
ntrr,nanti,7781
bused,buset,7784
ajjj,anjing,7785
1cm,1 cm,7786
jozz,joss,7787
tolerannya,toleransi,7789
lopyu,cinta kamy,7790
geede,gede,7792
britis,Britania,7793
negrie,negri,7794
ngeje,ngejek,7795
heyy,hai,7796
charging,pengisian,7799
uwoee,uwu,7802
habistu,habis itu,7803
kakkkkkk,kak,7804
diff,perbedaan,7805
enakkk,enak,7810
s3x,seks,7812
korupin,korupsi,7813
ngepe,ngewe,7814
dobbyyyyyy,dobby,7815
nenk,mbak,7816
cooler,pendingin,7817
cara2nyaa,cara-cara,7818
hhhhh,hahaha,7821
sdh,sudah,7822
motvasi,motivasi,7823
indok,induk,7824
capekkkk,capek,7825
brisik,berisik,7826
animals,hewan,7828
guyzzz,guys,7829
lajut,lanjut,7830
ngeriview,mereview,7835
sepeeti,seperti,7842
ngebuka,membuka,7843
keteneran,kebetulan,7845
memar2,memar-memar,7847
amagine,bayangkan,7849
aingg,aing,7857
diq,dih,7862
natizen,netizen,7863
iyakkkk,iya,7864
taman2,taman,7865
indahya,indahnya,7866
deeeee,deh,7867
wkkwkw,wkwkw,7868
p3rk40,perkosa,7872
muliyakan,muliakan,7874
astaghfir,astaghfirullah,7875
forrr,for,7876
hapenned,terjadi,7878
gktw,gak tahu,7879
makasa,makasih,7880
jmlh,jumlah,7882
bugatti,Bugatti,7883
pertaminaaa,Pertamina,7884
hubunganx,hubungan,7885
mlindungi,melindungi,7887
ae,eh,7888
ndas,kepala,7891
rusuhh,rusuh,7892
milih2,memilih,7893
transpan,transportasi,7894
ceee,ce,7895
abisan,habisan,7896
woo,wow,7898
nyalink0,menyalin,7899
kentotan,kentut,7900
yastaky,"ya, saktinya",7901
mempersiap,mempersiapkan,7902
opie,opi,7903
addssist,asist,7904
rekomendasiin,merekomendasikan,7905
react2,reaksi,7907
soul,jiwa,7909
gerrard,Gerrard,7910
repiew,review,7911
kepla,kepala,7912
cengor,cengar,7914
penish,penis,7915
uncalno,uncal,7916
pecahin,pecahkan,7918
for,untuk,7920
everyting,everything,7981
dibalesin,dibalas,7982
ksini,ke sini,7983
year,tahun,7986
1pihak,satu pihak,7989
dipamer,dipamerkan,7990
jogedtin,joget,7991
batman,Batman,7992
kekedapan,kedap,7993
brrarti,berarti,7994
laaa,lah,7995
fashion,mode,7996
absolute,absolut,7997
treveling,traveling,7998
mantaff,mantap,7999
disetting,disetel,8000
tubnail,thumbnail,8002
adul,dewasa,8003
p4lestine,Palestina,8006
buakn,bukan,8008
kerasaa,kerasa,8009
boleh2,boleh,781
wily,willy,782
ki2,ki,783
atjeh,aceh,784
mudi,muda,785
hahahahahahahaha,hahaha,787
jealous,iri,789
makanyaaa,makanya,790
kancutnya,celana dalam,791
sesedih,sangat sedih,792
perkataannya,perkataan,793
nyeplos,terucap,794
ngurusi,mengurus,795
ibadahku,ibadah,796
teamnya,tim,797
kubilang,saya bilang,798
bahayaaa,bahaya,799
nmbh,nambah,800
deny,menolak,801
sawer138,sawer,802
raso,rasa,803
nuaaa,nua,805
3nak,anak,807
onti,ontak,808
nendang,menendang,809
tumbnail,thumbnail,810
l3c3hin,lecehkan,8281
cewekny,ceweknya,8283
wherever,dimana saja,8288
digoyang2,digoyang-goyang,8289
buakakakkakaa,bwahahaha,8290
mpean,kalian,8292
cegil2,cegilan,8295
reasi,reaksi,8296
adick,adik,8299
aware,sadar,8300
ayt,ayat,8304
rsnya,rumah sakitnya,8307
sekali2x,sekali-sekali,8310
boneeek,bonek,812
brgbung,bergebung,814
oyia,oh iya,815
luc,lucu,817
bget,banget,818
ajiiib,ajib,821
bebalik,kembali,823
mmbaca,membaca,825
kegini,ke sini,827
haaa,haa,828
about,tentang,829
chat,obrolan,830
semalem,semalam,834
ngagul,ngaguk,835
naaaaah,nah,836
ngapainlah,ngapain,837
swets,sweets,838
jujur2an,jujur-jujuran,8401
sapaikan,sampaikan,8402
fallow,follow,8404
ngeliat,melihat,8405
dijaman,di zaman,8406
nikolas,Nikolas,8408
haduhhh,haduh,8409
anita,Anita,8410
ngibrit,mengibrit,8411
porsting,posting,8413
sadar2,sadar-sadar,8414
namen,nama,8417
muito,sangat,8420
ngelepas,melepaskan,8421
apolgi,minta maaf,8422
whith,with,8423
girls,gadis,8425
kurangin,kurangi,8427
drible,dribble,8491
polisiiiiii,polisi,8492
prikk,prik,8493
nerimaa,menerima,8495
eenak,enak,8497
ftonya,foto,8498
haifaaaa,hai,8502
nyahoklu,nyahok,8503
ower,power,8504
yaallahhh,ya Allah,8506
cari2,cari-cari,8508
ngrasa,merasakan,8509
sempaknye,sempaknya,8511
hmmmz,hmmm,8512
zaaa,za,8513
kuattin,kuatin,8515
lasung,langsung,8516
highlightnya,highlight,8518
mngg,mungkin,8519
takbirrr,takbir,8520
tidk,tidak,8521
masiih,masih,8522
kakik,kaki,8523
nyanteee,nyantai,8524
juh,jauh,8525
sudahilah,sudahlah,8527
pmerintahn,pemerintahan,8528
motivasinya,motivasi,8530
buminya,bumi,8531
siapin,siapkan,8532
dianggurin,dianggurkan,8533
tetantu,tetangga,8534
kruptor,koruptor,8535
tercyduk,terciduk,8536
dasarny,dasarnya,8537
leboh,lebih,8538
disetiap,di setiap,8540
justiceforwomen,keadilan untuk perempuan,8541
segerrr,segar,8542
bentuknya,bentuk,8543
diary,diari,8544
lgbukti,bukti,8545
terusin,teruskan,8546
meknya,memeknya,8547
uwhhh,uh,8548
drnjang,di ranjang,8549
kulrga,keluarga,8613
olloh,Allah,8614
trendingggg,trending,8616
hilangg,hilang,8622
34jt,34 juta,8629
percayaa,percayalah,8630
pikmie,pikmi,8631
bangeeeeeeet,banget,8632
maav,maaf,8633
selelu,selalu,8634
mksdbya,maksudnya,8635
udaa,udah,8637
utingny,putingnya,8638
inpoo,info,8639
viwers,viewers,8640
mentolo,mentol,8641
pregnant,hamil,8642
enakk,enak,8643
hayoooooo,hayoo,8644
didaerah,di daerah,8646
mandgri,mandiri,8647
gitek,gitar,8648
ridhony,Ridho,8649
sedihhhhh,sedih,8650
celsna,celsa,8651
gerakaja,gerakan,8653
mergo,karena,8654
saujana,sujana,8655
eliatan,kelihatan,8658
brpikir,berpikir,8659
ugal2an,ugal-ugalan,8660
didalanya,di dalamnya,8661
kentutin,kentut,8662
veloctyyy,velociti,8663
nerakaa,neraka,8665
chinese,Cina,8666
tangan2,tangan,8667
ciah,cia,8668
ebl,evil,8669
doomed,terkutuk,8670
blink2,blink,841
berduittt,berduit,843
viewnya,view-nya,844
obrolannya,obrolan,847
sicewe,cewek,848
yaps,ya,849
andalucia,andalusia,852
rndahkan,rendahkan,853
ainn,ain,854
gakuatt,gak kuat,855
komentarku,komentar-ku,857
keknyah,kayaknya,858
asumatraa,asumatra,859
kopeb,kope,863
gaess,guys,864
googsss,google,865
genjod,genjot,866
dilanjutxx,dilanjut,8822
bangu,bangun,8823
thun,tahun,8825
ajaki,ajak,8826
hbis,habis,8828
jidn,jidan,8829
pikirane,pikirannya,8830
jugakak,juga,8831
gaspoll,gas pol,8834
brgairh,bergairah,8836
bbrp,beberapa,8838
smuaa,semua,8840
neriak,teriak,8841
ahhaah,ahaha,8843
ingett,ingat,8846
loves,cinta,8847
nurunin,menurunkan,8849
dompetna,dompetnya,8881
melu,ikut,8882
bwhahaha,hahaha,8883
paadahal,padahal,8884
selingkuhanny,selingkuhannya,8885
ting2,ting,8886
polisiiiiiiiiiiiiii,polisi,8889
simpatic,simpati,8890
bihh,bih,8891
termaknyus,terima kasih,8892
benerantitut,benar,8894
flks,fles,8896
muanya,semuanya,8897
mbh,mbah,8898
copyright,hak cipta,8899
backsound,musik latar,8900
tayagin,tayangkan,8901
respect,hormati,8902
krehh,kere,8905
emott,emot,8906
g4n,gan,8907
barudak,anak-anak,8908
scopy,salin,8909
akhreat,akhir,8910
wait,tunggu,8911
lancarrr,lancar,8916
sangee,sange,8917
oooot,oot,8918
smurff,smurf,8919
cocoteee,cocote,8920
3hari,tiga hari,8923
comfy,nyaman,8924
diteriakin,diteriaki,8926
nikmatin,nikmati,8928
tqn,terima kasih,8929
hyy,hai,8931
trooos,terus,8932
tempike,tempik,8935
siiikaaaatttt,sikat,8936
jaln,jalan,8937
gilsss,gila,8938
merekaaaa,mereka,8939
ngl,nggak,8940
itukan,itu kan,871
yaroballalamin,ya Robb al-alamin,873
laiya,la iya,874
mabukkah,mabuk kah,876
ayahl,ayah,877
alamx,alam,878
cb,coba,879
tebak2,tebak-tebak,880
wadoweh,waduh,884
koo,kau,885
gmana,gimana,886
serie,seri,887
nestle,Nestle,888
kroni2,kroni-kroni,890
gaby,Gaby,891
senyummya,senyumnya,892
10jt,10 juta,893
rusakkkk,rusak,894
buu7uk,buruk,895
cwx,cuwex,896
luhh,lu,897
mgkin,mungkin,898
pngikut,pengikut,899
safeaa,safee,900
blsan,belasan,9001
mahhh,mah,9002
pahamm,paham,9007
ribuuuttt,ribut,9011
anjaiyy,anjay,9012
rasisss,rasis,9013
gaush,gak usah,9015
l3c3hkn,lecehkan,9019
geloo,gelo,9020
bereum,berem,9024
yyya,ya,9025
bravooooo,bravo,9026
smber,sumber,9028
yadognsayang,iya dong sayang,9029
apus2,apus,9032
balikin,kembalikan,9033
njr,anjir,9034
bukn,bukan,9038
kekmana,bagaimana,9040
bonusin,berikan bonus,9041
geu,gue,9042
tngglam,tinggal,9043
heeemmm,hmm,9045
seeessaaaaattt,sesaat,9046
haahh,haa,9047
nyrempet,nyerempet,9049
netijeeen,netizen,9050
wkwkwjekwk,wkwkwk,9052
supanya,supaya,9053
mantappppppp,mantap,9055
uploud,upload,9056
merdekaaaaaaa,merdeka,9057
bgituu,begitu,9059
macem2lah,macam-macamlah,9062
4hari,empat hari,9063
tkg,tukang,9065
sayng,sayang,9068
trbak,terbaik,9069
perutt,perut,9070
plisss,please,9071
2menit,dua menit,9072
senyummm,senyum,9073
unscribe,unsubscribe,9074
danii,dani,9075
toleransih,toleransi,9077
apalgi,apalagi,9080
baruuuu,baru,9081
buled,bulat,9083
play,main,9084
diprcaya,dipercaya,9085
bennarylagi,benar lagi,9086
ea,iya,9087
sayaaaang,sayang,9088
saqsaq,saksak,9089
10kg,sepuluh kilogram,9090
jos,joss,901
muv,move,903
tmpilkan,tampilkan,906
endol,enak,907
prenk,prank,910
beradan,berada,915
makn,makan,917
xleh,tidak boleh,919
kamuh,kamu,920
sakali,sekali,921
nyolong,mencuri,925
hijrahh,hijrah,926
awal2,awal-awal,927
unur,umur,929
mantabb,mantap,9421
panggong,panggung,9422
alamm,alam,9428
siburian,sibuk,9429
mintain,minta,9430
blakangnya,belakangnya,9431
yokk,yuk,9433
pmandangannya,pemandangannya,9434
ttup,tutup,9436
jannnn,jangan,9437
anger,marah,9438
weak,lemah,9439
bangkeeeeeeeeeee,bangke,9442
raacil,racil,9444
sky,langit,9445
injaknya,injakan,9446
jawab2,jawab,9447
kriput,keriput,9449
bs,bisa,9481
teriam,terima,9482
jejek,jejak,9483
iayh,iya,9484
uzubillahiminzalik,a'udzubillahiminasyaitanirrajim,9487
kyakx,kayak,9488
believe,percaya,9490
ammin,amin,9492
kakatiad,kakak tidak,9494
kringtny,kringnya,9495
aaahh,aaah,9496
sheaa,shea,9497
mane,mana,9498
gacuma,gak cuma,9499
mbakkm,mbak kamu,9501
gaakk,gak,9502
juguki,juga,9503
32thn,32 tahun,9504
hadeww,haduh,9506
88emang,88 emang,9507
mamq,mama,9508
coolbeut,keren,931
pusatt,pusat,932
prjlas,perjelas,935
coba2,coba-coba,936
this,ini,937
kangaero,kangaroo,938
jhanammmmm,jenama,939
jn,jan,941
lambunge,lambung,942
hahahahha,hahaha,943
digebleh,digeber,945
kemptanya,kemampuannya,946
share,berbagi,948
rengkanasi,renovasi,949
bedain,bedakan,950
sebetar,sebentar,954
kepinggir,ke pinggir,955
phm,paham,956
teer,teater,957
gass,gas,958
usahh,usah,959
ermm,erm,960
pilem,film,9571
tumiss,tumis,9578
kaga,tidak,9579
gt,gitu,9580
dikelas,di kelas,9581
didlam,di dalam,9583
needed,diperlukan,9584
ngeluber,meluber,9586
again,lagi,9587
secanggi,secanggih,9588
ketawa2,ketawa-ketawa,9589
trtentu,tentu,9591
dampe,dampak,9592
akhirrr,akhir,9593
hedehh,hedeh,9595
mksdmu,maksudmu,9596
oeng,uang,9597
nikkelnya,nikelnya,9691
diilangin,dihilangkan,9693
grupp,grup,9696
nama2,nama-nama,9698
dihalalin,dihalalkan,9700
fetishm,fetish,9704
olahraganen,olahragaan,9708
antekkk,antek,9709
ngganceng,nganceng,9713
babukasemuasampediciummekydimasukinkedalammmeky,babuka semua sampai dicum meky dimasukkan ke dalam meky,9714
evean,even,961
aplg,apalagi,962
kebalikk,kebalik,964
there,di sana,965
celebrate,merayakan,966
sekebon,sekebun,967
timu,tim,968
balonkuuu,balonku,969
plampiasan,pelampiasan,970
sajja,saja,971
ngerasain,merasakan,972
permasalahkan,mempermasalahkan,973
laper,lapar,974
anuhnya,anu,976
grombolan,gerombolan,977
diduniamah,di dunia ini,978
hahaahah,haha,979
gipipi,tidak apa apa,980
seriuss,serius,982
dipagi,di pagi,983
cuitttt,cuit,984
sambungnya,sambung,986
skrnh,sekarang,987
konbrut,kontol brutal,988
blagu,belagu,989
koruotor,koruptor,990
nongoll,nongol,9961
crotable,mucrat kali,9962
mantul2,mantul,9964
dikembaliin,dikembalikan,9965
nonah,nona,9966
dibelakang,di belakang,9968
payo,ayo,9969
teguhhh,teguh,9970
haqieqie,hakiki,9971
dak,tidak,9972
matanyaaaa,matanya,9974
sperti,seperti,9977
bereuh,bereh,9978
kie,kamu,9979
selebr,seleb,9983
sepurna,sempurna,9984
akirnya,akhirnya,9985
happened,terjadi,9986
perovinsi,provinsi,9987
nahan2,nahan,9988
rm500,RM500,9990
menangan,menang,9991
daerahlo,daerahmu,9993
kelihatin,kelihatan,9994
sandiny,sandi,9996
tehh,teh,9997
ditaklukan,ditaklukkan,9999
borr,bor,10001
livenya,live-nya,10003
njenengan,anda,10004
seharunya,seharusnya,10005
intropeksi,introspeksi,10007
magic,magis,10008
hungry,lapar,10009
amiiinn,amin,10012
syukur2,syukur-syukur,10013
semangattt,semangat,10014
bahaso,bahasa,10017
hilannggggggg,hilang,10052
cowo2,cowok,10053
cikarang,Cikarang,10054
hariz,Hariz,10055
gkk,gak,10056
ank2,anak,10060
ttaa,taa,10062
syeikh,syekh,10064
coookkk,cook,10065
masang,pasang,10066
suhuuu,suhu,10067
what,apa,10068
bayankk,bayang,10069
beratttt,berat,10071
cakk,cak,10073
gawatt,gawat,10074
bngatttt,banget,10075
mbk,mbak,10076
friends,teman,10077
acakan,acak,10079
menyenang,menyenangkan,10080
muanteppppp,mantep,10083
mnusia,manusia,10084
priiiiittttt,prit,10085
loch,loh,10086
brgembira,bergembira,10088
taknak,tak ingin,10091
gokill,gokil,10092
yakak,ya kan,10093
idup,hidup,10094
penah,pernah,10095
itung2,itung-itung,10096
kekyan,kayaknya,10097
tuu,itu,10098
besaaar,besar,10102
nyebar,menyebar,10104
teru,terus,10105
skripsian,skripsi,10107
hbd,selamat ulang tahun,10108
mirif,mirip,10109
bngett,banget,10116
ngabisinnyaaa,ngabisinnya,10118
mksdnya,maksudnya,10119
priksa,periksa,10121
pastu,setelah itu,10123
panas2nya,panas-panasnya,10124
wkakakakk,wakakak,10126
euuu,euu,10127
lane,lain,10128
ngehadap,menghadapi,10129
janjmu,janji mu,10130
iyalohh,iyalah,10133
klah,kalah,10134
insyaflah,insaflah,10139
makaciii,makasih,10140
bentarrr,bentar,10144
aturjk,atur,10145
dibuatin,dibuatkan,10146
clebeww,selebew,10148
disentu,disentuh,10149
asyiapppp,asyik,10151
kocakkkk,kocak,10153
editin,edit,10155
pernahh,pernah,10156
brpngruh,berpengaruh,10157
masyaaallah,masya Allah,10158
menidas,menyentuh,10159
pleaselah,tolonglah,10160
menerim,menerima,10162
kreeen,keren,10163
sarimiiii,sari,10164
buanyaaaaaak,banyak,10165
kimochiiii,kimochi,10167
nginjek,nginjak,10169
ngenskuy,ngentot,10170
sensoring,sensor,10171
ramaikan,ramai,10172
permasalahin,permasalahan,10173
banyk,banyak,10174
gone,hilang,10175
ningalin,meninggalkan,10177
ibanyak,banyak,10178
sbelumnya,sebelumnya,10179
dipikir,dipikirkan,10181
guacuman,saya hanya,10182
menter,mentor,10183
ktr,kantor,10184
buwapaknya,bapak,10185
ngarep,mengharap,10186
ngejim,gym,10187
fokus2,fokus,10189
itz,itu,10190
symphaty,simpati,10191
crushh,crush,10192
kristenable,kristen,10195
nguntungin,menguntungkan,10197
oeeeeeee,oh,10198
parlayyy,parlay,10199
nikh,nikah,10200
sebenarny,sebenarnya,10291
sengaruh,pengaruh,10293
bulr,blur,10294
